Name,Twitter Ticker,Country,Industry,Google Ticker,Google Peers,Twitter Peers
FRANKLIN RESOURCES,$BEN,United States,Industrials,NYSE:BEN,TSE:BAM.A NYSE:STT NYSE:BK NYSE:BLK ,BAMa.TO $STT $BK $BLK 
AGF MANAGEMENT,AGFb.TO,Canada,Basic Materials,TSE:AGF.B,LON:RAT ASX:PPT LON:JUP NYSE:JNS LON:HL ,RAT.L PPT.AX JUP.L $JNS HRGV.L 
JANUS CAPITAL,$JNS,United States,Basic Materials,NYSE:JNS,LON:RAT ASX:PPT LON:JUP LON:HL LON:ADN NYSE:EV NASDAQ:SEIC ,RAT.L PPT.AX JUP.L HRGV.L ADN.L $EV $SEIC 
SCHRODERS,SDRt.L,United Kingdom,Basic Materials,LON:SDR,NASDAQ:SEIC NYSE:LM LON:SDR TSE:CIX HKG:0806 ,$SEIC $LM SDR.L CIX.TO 0806.HK 
BANK OF NEW YORK MELLON,$BK,United States,Basic Materials,NYSE:BK,TSE:BAM.A NYSE:STT NYSE:BEN NYSE:BLK ,BAMa.TO $STT $BEN $BLK 
BREWIN DOLPHIN ,BRW.L,United Kingdom,Basic Materials,LON:BRW,LON:RAT ASX:PPT LON:JUP ,RAT.L PPT.AX JUP.L 
DUNDEE,DCa.TO,Canada,Financials,TSE:DC.A,ASX:PPT LON:JUP NYSE:JNS LON:HL LON:ADN ,PPT.AX JUP.L $JNS HRGV.L ADN.L 
ASHMORE GROUP,ASHM.L,United Kingdom,Industrials,LON:ASHM,LON:JUP NYSE:JNS LON:HL LON:ADN NYSE:EV ,JUP.L $JNS HRGV.L ADN.L $EV 
SEI INVESTMENTS,$SEIC,United States,Industrials,NASDAQ:SEIC,LON:ADN NYSE:EV NYSE:LM LON:SDR TSE:CIX ,ADN.L $EV $LM SDR.L CIX.TO 
BROOKFIELD ASSET MANAGEMENT,BAMa.TO,Canada,Telecommunications,TSE:BAM.A,NASDAQ:NTRS NASDAQ:TROW NYSE:STT NYSE:BEN NYSE:BK TSE:CIX TSE:IGM ,$NTRS $TROW $STT $BEN $BK CIX.TO IGM.TO 
F&C ASSET MANAGEMENT,FCAM.L,United Kingdom,Telecommunications,LON:FCAM,LON:RAT ASX:PPT LON:JUP ,RAT.L PPT.AX JUP.L 
NORTHERN TRUST,$NTRS,United States,Basic Materials,NASDAQ:NTRS,HKG:0806 NYSE:IVZ TSE:IGM NASDAQ:TROW TSE:BAM.A ,0806.HK $IVZ IGM.TO $TROW BAMa.TO 
VALUE PARTNERS GROUP,0806.HK,Hong Kong,Basic Materials,HKG:0806,NYSE:LM LON:SDR TSE:CIX NYSE:IVZ TSE:IGM ,$LM SDR.L CIX.TO $IVZ IGM.TO 
EATON VANCE,$EV,United States,Basic Materials,NYSE:EV,NYSE:JNS LON:HL LON:ADN NASDAQ:SEIC NYSE:LM ,$JNS HRGV.L ADN.L $SEIC $LM 
BANCA GENERALI,BGN.MI,Italy,Basic Materials,BIT:BGN,LON:RAT ASX:PPT LON:JUP NYSE:JNS LON:HL ,RAT.L PPT.AX JUP.L $JNS HRGV.L 
TRW AUTOMOTIVE ,$TRW,United States,Health Care,NYSE:TRW,HKG:0729 NYSE:LEA HKG:0819 NYSE:ALV NASDAQ:LKQX ,0729.HK $LEA 0819.HK $ALV $LKQX 
TS TECH,7313.T,Japan,Financials,TYO:7313,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
ALPINE ELECTRONICS,6816.T,Japan,Financials,TYO:6816,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
GENTEX,$GNTX,United States,Consumer Goods,NASDAQ:GNTX,NYSE:DAN EPA:FR LON:GKN NYSE:WBC HKG:0729 ,$DAN VLOF.PA GKN.L $WBC 0729.HK 
GENUINE PARTS,$GPC,United States,Consumer Goods,NYSE:GPC,NYSE:BWA HKG:0425 TSE:MG HKG:0868 NYSE:JCI ,$BWA 0425.HK MG.TO 0868.HK $JCI 
CALSONIC KANSEI,7248.T,Japan,Consumer Goods,TYO:7248,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
DENSO,6902.T,Japan,Consumer Goods,TYO:6902,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
DEPO AUTO PARTS INDUSTRIAL,6605.TW,Taiwan,Oil & Gas,TPE:6605,HKG:0425 NYSE:GPC TSE:MG HKG:0868 NYSE:JCI ,0425.HK $GPC MG.TO 0868.HK $JCI 
T RAD,7236.T,Japan,Oil & Gas,TYO:7236,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TIANNENG POWER INTERNATIONAL,0819.HK,Hong Kong,Consumer Services,HKG:0819,HKG:0729 NYSE:LEA NYSE:ALV NASDAQ:LKQX NYSE:BWA ,0729.HK $LEA $ALV $LKQX $BWA 
YOROZU,7294.T,Japan,Consumer Services,TYO:7294,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
MAGNA INTERNATIONAL,MG.TO,Canada,Technology,TSE:MG,NYSE:BWA HKG:0425 NYSE:GPC HKG:0868 NYSE:JCI TSE:LNR ,$BWA 0425.HK $GPC 0868.HK $JCI LNR.TO 
MINTH GROUP,0425.HK,Hong Kong,Technology,HKG:0425,NASDAQ:LKQX NYSE:BWA NYSE:GPC TSE:MG HKG:0868 HKG:0729 ,$LKQX $BWA $GPC MG.TO 0868.HK 0729.HK 
TACHI S,7239.T,Japan,Technology,TYO:7239,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
GKN,GKN.L,United Kingdom,Technology,LON:GKN,NYSE:DAN EPA:FR NASDAQ:GNTX NYSE:WBC HKG:0729 ,$DAN VLOF.PA $GNTX $WBC 0729.HK 
AUTOLIV,$ALV,United States,Technology,NYSE:ALV,NYSE:LEA HKG:0819 NASDAQ:LKQX NYSE:BWA HKG:0425 ,$LEA 0819.HK $LKQX $BWA 0425.HK 
TYC BROTHER INDUSTRIAL,1522.TW,Taiwan,Technology,TPE:1522,NYSE:WBC HKG:0729 NYSE:LEA HKG:0819 NYSE:ALV ,$WBC 0729.HK $LEA 0819.HK $ALV 
ELRINGKLINGER,ZILGn.DE,Germany,Technology,ETR:ZIL2,TSE:MRE TSE:LNR ETR:RHM EPA:EO ,MRE.TO LNR.TO RHMG.DE EPED.PA 
WABCO ,$WBC,United States,Technology,NYSE:WBC,NASDAQ:GNTX LON:GKN HKG:0729 NYSE:LEA HKG:0819 ,$GNTX GKN.L 0729.HK $LEA 0819.HK 
WABCO INDIA,WABC.NS,India,Technology,NSE:WABCOINDIA,NSE:KIRLOSENG NSE:AMTEKAUTO NSE:AMTEKINDIA NSE:EXIDEIND NSE:CUMMINSIND ,KIRO.NS AMTK.NS AMTI.NS EXID.NS CUMM.NS 
MITSUBA,7280.T,Japan,Technology,TYO:7280,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
NGK SPARK PLUG ,5334.T,Japan,Technology,TYO:5334,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
NHK SPRING ,5991.T,Japan,Technology,TYO:5991,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
AMTEK AUTO,AMTK.NS,India,Technology,NSE:AMTEKAUTO,NYSE:JCI NSE:KIRLOSENG NSE:AMTEKINDIA NSE:WABCOINDIA NSE:EXIDEIND ,$JCI KIRO.NS AMTI.NS WABC.NS EXID.NS 
AMTEK INDIA,AMTI.NS,India,Technology,NSE:AMTEKINDIA,NSE:KIRLOSENG NSE:AMTEKAUTO NSE:WABCOINDIA NSE:EXIDEIND NSE:CUMMINSIND ,KIRO.NS AMTK.NS WABC.NS EXID.NS CUMM.NS 
KEIHIN,7251.T,Japan,Technology,TYO:7251,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
ZHONGSHENG  ,0881.HK,Hong Kong,Technology,HKG:0881,TSE:MG HKG:0868 NYSE:JCI NSE:KIRLOSENG NSE:AMTEKAUTO ,MG.TO 0868.HK $JCI KIRO.NS AMTK.NS 
SANDEN,6444.T,Japan,Consumer Goods,TYO:6444,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
SHOWA,7274.T,Japan,Consumer Goods,TYO:7274,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
NIFCO,7988.T,Japan,Consumer Goods,TYO:7988,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TAKATA,7312.T,Japan,Technology,TYO:7312,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TOKAI RIKA,6995.T,Japan,Basic Materials,TYO:6995,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TOKAI RUBBER INDUSTRIES,5191.T,Japan,Basic Materials,TYO:5191,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
LEAR,$LEA,United States,Basic Materials,NYSE:LEA,LON:GKN NYSE:WBC HKG:0729 HKG:0819 NYSE:ALV ,GKN.L $WBC 0729.HK 0819.HK $ALV 
MARTINREA INTERNATIONAL,MRE.TO,Canada,Basic Materials,TSE:MRE,ETR:ZIL2 TSE:LNR ETR:RHM ,ZILGn.DE LNR.TO RHMG.DE 
NIPPON SEIKI,7287.T,Japan,Basic Materials,TYO:7287,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TONG YANG INDUSTRY,1319.TW,Taiwan,Financials,TPE:1319,NYSE:GPC TSE:MG HKG:0868 NYSE:JCI NSE:KIRLOSENG ,$GPC MG.TO 0868.HK $JCI KIRO.NS 
UNIPRES,5949.T,Japan,Consumer Services,TYO:5949,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
CUMMINS INDIA,CUMM.NS,India,Consumer Services,NSE:CUMMINSIND,NSE:AMTEKINDIA NSE:WABCOINDIA NSE:EXIDEIND NSE:BOSCHLTD ,AMTI.NS WABC.NS EXID.NS BOSH.NS 
BORGWARNER,$BWA,United States,Technology,NYSE:BWA,NYSE:ALV NASDAQ:LKQX HKG:0425 NYSE:GPC TSE:MG ,$ALV $LKQX 0425.HK $GPC MG.TO 
TOPRE,5975.T,Japan,Technology,TYO:5975,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
RHEINMETALL,RHMG.DE,Germany,Technology,ETR:RHM,ETR:ZIL2 TSE:LNR EPA:EO NYSE:TEN NYSE:DAN ,ZILGn.DE LNR.TO EPED.PA $TEN $DAN 
BOSCH,BOSH.NS,India,Technology,NSE:BOSCHLTD,NSE:WABCOINDIA NSE:EXIDEIND NSE:CUMMINSIND ,WABC.NS EXID.NS CUMM.NS 
KIRLOSKAR OIL ENGINES,KIRO.NS,India,Technology,NSE:KIRLOSENG,HKG:0868 NYSE:JCI NSE:AMTEKAUTO NSE:AMTEKINDIA NSE:WABCOINDIA ,0868.HK $JCI AMTK.NS AMTI.NS WABC.NS 
MOTHERSON SUMI SYSTEMS,MOSS.NS,India,Technology,NSE:MOTHERSUMI,NSE:AMTEKAUTO NSE:AMTEKINDIA NSE:WABCOINDIA NSE:EXIDEIND NSE:CUMMINSIND ,AMTK.NS AMTI.NS WABC.NS EXID.NS CUMM.NS 
RIKEN,6462.T,Japan,Technology,TYO:6462,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
NISSIN KOGYO,7230.T,Japan,Consumer Goods,TYO:7230,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
AISIN SEIKI ,7259.T,Japan,Consumer Goods,TYO:7259,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
LINAMAR,LNR.TO,Canada,Industrials,TSE:LNR,TSE:MRE ETR:ZIL2 ETR:RHM EPA:EO TSE:MG ,MRE.TO ZILGn.DE RHMG.DE EPED.PA MG.TO 
SINOPOLY BATTERY,0729.HK,Hong Kong,Consumer Goods,HKG:0729,NASDAQ:GNTX LON:GKN NYSE:WBC NYSE:LEA HKG:0819 HKG:0425 HKG:0868 ,$GNTX GKN.L $WBC $LEA 0819.HK 0425.HK 0868.HK 
BREMBO,BRBI.MI,Italy,Consumer Goods,BIT:BRE,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
NOK,7240.T,Japan,Consumer Goods,TYO:7240,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
EXEDY,7278.T,Japan,Consumer Goods,TYO:7278,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
KOITO MANUFACTURING ,7276.T,Japan,Consumer Goods,TYO:7276,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
PRESS KOGYO,7246.T,Japan,Consumer Goods,TYO:7246,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
EXIDE INDUSTRIES,EXID.NS,India,Consumer Goods,NSE:EXIDEIND,NSE:AMTEKINDIA NSE:WABCOINDIA NSE:CUMMINSIND NSE:BOSCHLTD ,AMTI.NS WABC.NS CUMM.NS BOSH.NS 
GS YUASA,6674.T,Japan,Consumer Goods,TYO:6674,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TOYODA GOSEI ,7282.T,Japan,Consumer Goods,TYO:7282,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
ASAHI INDIA GLASS,AISG.NS,India,Consumer Goods,NSE:ASAHIINDIA,HKG:0425 NYSE:GPC TSE:MG HKG:0868 NYSE:JCI ,0425.HK $GPC MG.TO 0868.HK $JCI 
TOYOTA BOSHOKU,3116.T,Japan,Consumer Goods,TYO:3116,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TOYOTA INDUSTRIES,6201.T,Japan,Consumer Goods,TYO:6201,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
FUTABA INDUSTRIAL,7241.T,Japan,Consumer Goods,TYO:7241,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
TPR,6463.T,Japan,Consumer Goods,TYO:6463,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
LKQ,$LKQX,United States,Consumer Goods,NASDAQ:LKQX,NYSE:LEA HKG:0819 NYSE:ALV NYSE:BWA HKG:0425 ,$LEA 0819.HK $ALV $BWA 0425.HK 
VALEO,VLOF.PA,France,Consumer Goods,EPA:FR,NYSE:TEN NYSE:DAN NASDAQ:GNTX LON:GKN NYSE:WBC EPA:EO ,$TEN $DAN $GNTX GKN.L $WBC EPED.PA 
TENNECO,$TEN,United States,Consumer Goods,NYSE:TEN,TSE:LNR ETR:RHM EPA:EO NYSE:DAN EPA:FR ,LNR.TO RHMG.DE EPED.PA $DAN VLOF.PA 
JOHNSON CONTROLS,$JCI,United States,Consumer Goods,NYSE:JCI,NYSE:GPC TSE:MG HKG:0868 NSE:KIRLOSENG NSE:AMTEKAUTO NYSE:TEN ,$GPC MG.TO 0868.HK KIRO.NS AMTK.NS $TEN 
DANA ,$DAN,United States,Consumer Goods,NYSE:DAN,ETR:RHM EPA:EO NYSE:TEN EPA:FR NASDAQ:GNTX ,RHMG.DE EPED.PA $TEN VLOF.PA $GNTX 
XINYI GLASS ,0868.HK,Hong Kong,Consumer Goods,HKG:0868,NYSE:GPC TSE:MG NYSE:JCI NSE:KIRLOSENG NSE:AMTEKAUTO HKG:0729 HKG:0425 ,$GPC MG.TO $JCI KIRO.NS AMTK.NS 0729.HK 0425.HK 
JTEKT,6473.T,Japan,Consumer Goods,TYO:6473,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
NSK,6471.T,Japan,Consumer Goods,TYO:6471,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
FAURECIA,EPED.PA,France,Consumer Goods,EPA:EO,ETR:ZIL2 TSE:LNR ETR:RHM NYSE:TEN NYSE:DAN EPA:FR ,ZILGn.DE LNR.TO RHMG.DE $TEN $DAN VLOF.PA 
RYOBI,5851.T,Japan,Consumer Goods,TYO:5851,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
FCC,7296.T,Japan,Consumer Goods,TYO:7296,TSE:MRE ETR:ZIL2 TSE:LNR ,MRE.TO ZILGn.DE LNR.TO 
SUZUKI MOTOR,7269.T,Japan,Consumer Goods,TYO:7269,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
GENERAL MOTORS,$GM,United States,Consumer Goods,NYSE:GM,NSE:TVSMOTOR HKG:0175 HKG:1211 NYSE:F TPE:2204 NASDAQ:TSLA ,TVSM.NS 0175.HK 1211.HK $F 2204.TW $TSLA 
FIAT,FIA.MI,Italy,Consumer Goods,BIT:F,EPA:UG NASDAQ:TSLA EPA:RNO NYSE:HOG ,PEUP.PA $TSLA RENA.PA $HOG 
FIAT ,FIA_p.MI,Italy,Consumer Goods,BIT:FP,EPA:UG NASDAQ:TSLA BIT:F EPA:RNO NYSE:HOG ,PEUP.PA $TSLA FIA.MI RENA.PA $HOG 
FIAT IND RSP,FIAn.MI,Italy,Consumer Goods,BIT:FIR,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
CHINA MOTOR,2204.TW,Taiwan,Consumer Goods,TPE:2204,NYSE:GM HKG:1211 NYSE:F HKG:2333 ETR:VOW TPE:2206 TPE:2201 ,$GM 1211.HK $F 2333.HK VOWG.DE 2206.TW 2201.TW 
GUANGZHOU AUTOMOBILE ,2238.HK,Hong Kong,Consumer Goods,HKG:2238,HKG:1211 NYSE:F TPE:2204 HKG:2333 ETR:VOW ,1211.HK $F 2204.TW 2333.HK VOWG.DE 
VOLKSWAGEN,VOWG.DE,Germany,Consumer Goods,ETR:VOW,NYSE:F TPE:2204 HKG:2333 TPE:2201 NSE:BAJAJ-AUTO ,$F 2204.TW 2333.HK 2201.TW BAJA.NS 
VOLKSWAGEN,VOWG_p.DE,Germany,Consumer Goods,ETR:VOW3,TPE:2204 HKG:2333 ETR:VOW TPE:2201 NSE:BAJAJ-AUTO ,2204.TW 2333.HK VOWG.DE 2201.TW BAJA.NS 
PEUGEOT,PEUP.PA,France,Consumer Goods,EPA:UG,NASDAQ:TSLA BIT:F EPA:RNO ,$TSLA FIA.MI RENA.PA 
TVS MOTOR,TVSM.NS,India,Consumer Goods,NSE:TVSMOTOR,EPA:RNO NYSE:HOG TPE:2206 HKG:0175 NYSE:GM NSE:BAJAJ-AUTO ,RENA.PA $HOG 2206.TW 0175.HK $GM BAJA.NS 
HARLEY DAVIDSON,$HOG,United States,Consumer Goods,NYSE:HOG,NASDAQ:TSLA BIT:F EPA:RNO TPE:2206 NSE:TVSMOTOR ,$TSLA FIA.MI RENA.PA 2206.TW TVSM.NS 
YULON MOTOR,2201.TW,Taiwan,Consumer Goods,TPE:2201,TPE:2204 HKG:2333 ETR:VOW NSE:BAJAJ-AUTO ,2204.TW 2333.HK VOWG.DE BAJA.NS 
YULON NISSAN MOTOR,2227.TW,Taiwan,Consumer Goods,TPE:2227,TPE:2204 HKG:2333 ETR:VOW TPE:2201 NSE:BAJAJ-AUTO ,2204.TW 2333.HK VOWG.DE 2201.TW BAJA.NS 
MITSUBISHI MOTORS,7211.T,Japan,Consumer Goods,TYO:7211,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
FORD MOTOR,$F,United States,Consumer Goods,NYSE:F,NYSE:GM HKG:1211 TPE:2204 HKG:2333 ETR:VOW NASDAQ:TSLA ,$GM 1211.HK 2204.TW 2333.HK VOWG.DE $TSLA 
BAJAJ AUTO,BAJA.NS,India,Consumer Goods,NSE:BAJAJ-AUTO,HKG:2333 ETR:VOW TPE:2201 ,2333.HK VOWG.DE 2201.TW 
SANYANG INDUSTRY,2206.TW,Taiwan,Consumer Goods,TPE:2206,EPA:RNO NYSE:HOG NSE:TVSMOTOR HKG:0175 NYSE:GM TPE:2204 TPE:2201 ,RENA.PA $HOG TVSM.NS 0175.HK $GM 2204.TW 2201.TW 
MARUTI SUZUKI INDIA,MRTI.NS,India,Consumer Goods,NSE:MARUTI,ETR:VOW TPE:2201 NSE:BAJAJ-AUTO ,VOWG.DE 2201.TW BAJA.NS 
BMW,BMWG.DE,Germany,Consumer Goods,ETR:BMW,HKG:1211 NYSE:F TPE:2204 HKG:2333 ETR:VOW ,1211.HK $F 2204.TW 2333.HK VOWG.DE 
BMW,BMWG_p.DE,Germany,Consumer Goods,ETR:BMW3,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
RENAULT,RENA.PA,France,Consumer Goods,EPA:RNO,NASDAQ:TSLA BIT:F NYSE:HOG TPE:2206 NSE:TVSMOTOR EPA:UG ,$TSLA FIA.MI $HOG 2206.TW TVSM.NS PEUP.PA 
HERO MOTOCORP,HROM.NS,India,Consumer Goods,NSE:HEROMOTOCO,ETR:VOW TPE:2201 NSE:BAJAJ-AUTO ,VOWG.DE 2201.TW BAJA.NS 
DONGFENG MOTOR  ,0489.HK,Hong Kong,Consumer Goods,HKG:0489,HKG:2333 ETR:VOW TPE:2201 NSE:BAJAJ-AUTO ,2333.HK VOWG.DE 2201.TW BAJA.NS 
GREAT WALL MOTOR,2333.HK,Hong Kong,Consumer Goods,HKG:2333,HKG:1211 NYSE:F TPE:2204 ETR:VOW TPE:2201 ,1211.HK $F 2204.TW VOWG.DE 2201.TW 
PORSCHE ,PSHG_p.DE,Germany,Consumer Goods,ETR:PAH3,BIT:F EPA:RNO NYSE:HOG TPE:2206 NSE:TVSMOTOR ,FIA.MI RENA.PA $HOG 2206.TW TVSM.NS 
MAZDA MOTOR,7261.T,Japan,Consumer Goods,TYO:7261,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
NISSAN SHATAI,7222.T,Japan,Consumer Goods,TYO:7222,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
FUJI HEAVY INDUSTRIES,7270.T,Japan,Consumer Goods,TYO:7270,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
BRILLIANCE CHINA AUTOMOTIVE ,1114.HK,Hong Kong,Consumer Goods,HKG:1114,HKG:0175 NYSE:GM HKG:1211 NYSE:F TPE:2204 ,0175.HK $GM 1211.HK $F 2204.TW 
DAIHATSU MOTOR ,7262.T,Japan,Consumer Goods,TYO:7262,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
TOYOTA MOTOR,7203.T,Japan,Consumer Goods,TYO:7203,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
DAIMLER,DAIGn.DE,Germany,Consumer Goods,ETR:DAIN,EPA:UG NASDAQ:TSLA BIT:F ETR:VOW ,PEUP.PA $TSLA FIA.MI VOWG.DE 
HONDA MOTOR ,7267.T,Japan,Consumer Goods,TYO:7267,EPA:UG NASDAQ:TSLA BIT:F ,PEUP.PA $TSLA FIA.MI 
TESLA MOTORS,$TSLA,United States,Consumer Goods,NASDAQ:TSLA,EPA:UG BIT:F EPA:RNO NYSE:HOG NYSE:GM ,PEUP.PA FIA.MI RENA.PA $HOG $GM 
BYD,1211.HK,Hong Kong,Consumer Goods,HKG:1211,HKG:0175 NYSE:GM NYSE:F TPE:2204 HKG:2333 ,0175.HK $GM $F 2204.TW 2333.HK 
GEELY AUTOMOBILE ,0175.HK,Hong Kong,Consumer Goods,HKG:0175,NYSE:HOG TPE:2206 NSE:TVSMOTOR NYSE:GM HKG:1211 ,$HOG 2206.TW TVSM.NS $GM 1211.HK 
SVB FINANCIAL ,$SIVB,United States,Financials,NASDAQ:SIVB,NYSE:BKU NASDAQ:ASBC NYSE:CYN NASDAQ:HBHC NASDAQ:TFSL ,$BKU $ASBC $CYN $HBHC $TFSL 
BANCO BPI,BBPI.LS,Portugal,Financials,ELI:BPI,NSE:SBIN ASX:WBB EBR:DEXB EBR:BNB NASDAQ:FFBC ,SBI.NS WBB.AX DEXI.BR BNAB.BR $FFBC 
CHANG HWA COMMERCIAL BANK,2801.TW,Taiwan,Financials,TPE:2801,NYSE:BAC ASX:CBA NSE:IDBI NSE:YESBANK TPE:2880 ,$BAC CBA.AX IDBI.NS YESB.NS 2880.TW 
COMMERCE BANCSHARES,$CBSH,United States,Financials,NASDAQ:CBSH,NASDAQ:HBHC NASDAQ:TFSL NASDAQ:HCBK NYSE:FRC HKG:1111 ,$HBHC $TFSL $HCBK $FRC 1111.HK 
BANCO COMERCIAL PORTUGUES,BCP.LS,Portugal,Financials,ELI:BCP,ASX:WBB EBR:DEXB EBR:BNB NASDAQ:FFBC NASDAQ:PVTB ,WBB.AX DEXI.BR BNAB.BR $FFBC $PVTB 
BANCO ESPIRITO SANTO,BES.LS,Portugal,Financials,ELI:BES,NASDAQ:WTFC NASDAQ:WABC NYSE:BXS NASDAQ:IBKC NYSE:CSE ,$WTFC $WABC $BXS $IBKC $CSE 
STATE BANK OF BIKANER AND JAIPUR,SBKB.NS,India,Financials,NSE:SBBJ,NSE:CUB HKG:0302 ETR:DBK NSE:MAHABANK NSE:VIJAYABANK ,CTBK.NS 0302.HK DBKGn.DE BMBK.NS VJBK.BO 
YAMAGATA BANK,8344.T,Japan,Financials,TYO:8344,HKG:1288 NSE:ICICIBANK HKG:0939 ,1288.HK ICBK.NS 0939.HK 
BANCO POPOLARE,BAPO.MI,Italy,Financials,BIT:BP,NYSE:CSE NASDAQ:TRMK NASDAQ:FMER ASX:BOQ NYSE:TCB ,$CSE $TRMK $FMER BOQ.AX $TCB 
COMMERZBANK,CBKG.DE,Germany,Financials,ETR:CBK,ETR:DPB EPA:KN NYSE:KEY NSE:LAKSHVILAS EPA:ACA ,DPBGn.DE CNAT.PA $KEY LVLS.NS CAGR.PA 
JUROKU BANK,8356.T,Japan,Financials,TYO:8356,HKG:1288 NSE:ICICIBANK HKG:0939 ,1288.HK ICBK.NS 0939.HK 
NATIXIS,CNAT.PA,France,Financials,EPA:KN,NYSE:NYB NYSE:CMA ETR:DPB ETR:CBK NYSE:KEY EPA:ACA EPA:BNP ,$NYB $CMA DPBGn.DE CBKG.DE $KEY CAGR.PA BNPP.PA 
STATE BANK OF TRAVANCORE,SBKT.NS,India,Financials,NSE:SBT,NSE:CUB HKG:0302 ETR:DBK NSE:MAHABANK NSE:VIJAYABANK ,CTBK.NS 0302.HK DBKGn.DE BMBK.NS VJBK.BO 
SEVEN BANK,8410.OS,Japan,Financials,TYO:8410,HKG:1288 NSE:ICICIBANK HKG:0939 ,1288.HK ICBK.NS 0939.HK 
YAMAGUCHI FINANCIAL ,8418.T,Japan,Financials,TYO:8418,HKG:1288 NSE:ICICIBANK HKG:0939 ,1288.HK ICBK.NS 0939.HK 
